title,primary_field,publisher,2000,2005,2010,2015,2020
"A Chinese herbal decoction, Danggui Buxue Tang, activates extracellular signal-regulated kinase in cultured T-lymphocytes.",Biology,Elsevier,,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
"A Chinese/English Dictionary of China's Rural Economy . By Kieran Broadbent. Slough, England: Commonwealth Agricultural Bureaux, 1978. xiii, 406 pp. Map, Diagrams, Bibliography, Key Character Index, English Index, Index of Scientific Names. £30.00 UK; £35.00 abroad.",History,Cambridge University Press,-1.897119984885881,,,,
A Class of High Rate Codes for Byte-Oriented Information Systems,Block code,IEEE,-1.897119984885881,-1.897119984885881,,,
A Clinical Study of the Developmental Conditions of Alcoholic Physical Dependence,Psychiatry,Blackwell Publishing Ltd,-1.897119984885881,,,,
A Clinical Trial of an Operant Treatment for School-Age Children Who Stutter,Psychology,American Speech-Language-Hearing Association,,-1.2819343457956478,-1.2819343457956478,-0.9038682118755978,-0.9038682118755978
A Closer Look at MOMDPs,Markov decision process,IEEE,,,,-1.2819343457956478,-1.2819343457956478
A Closer Look at ``the Facts of Life'' in Ground Mat Design,Ground,IEEE,-1.897119984885881,,,,
A Cluster Analysis of MMPI and CPI Profiles of Adult Children of Alcoholics and Nonalcoholics,Psychology,Taylor & Francis Group,,,,-1.897119984885881,
A Combinatorial 4-Coordinate System for the Diamond Grid,Ellipsoidal coordinates,"Springer, Cham",,,,,-1.2819343457956478
A Combustion Monitoring and Evaluation System for Large Utility Boilers,Power station,IEEE,,-1.897119984885881,,,
A Comment on ‘Theory and Practice in Social Work’,Applied psychology,Oxford University Press,-1.897119984885881,,,,
A Commentary on: A Synopsis of Climatic and Vegetational Change in Southeast Asia,Geology,Springer Netherlands,,,,-1.897119984885881,
"A Community-based Study of the Epidemiology of Asthma: Incidence Rates, 1964–1983",Medicine,American Lung Association,,,-1.0751399324829674,-1.0751399324829674,
A Compact Printed Antenna With an Embedded Double-Tuned Metamaterial Matching Network,Folded inverted conformal antenna,IEEE,,,,,-1.2819343457956478
A Comparative Analysis of Air Pollution Standard-Setting and Regulatory Procedures in the United States and West Germany,Environmental health,Springer US,,-1.897119984885881,-1.897119984885881,,
A Comparative Analysis of the Factorial Structures of two Administrations of the Piers-Harris Children's Self Concept Scale to One Group of Elementary School Children,Mathematics education,SAGE Publications,-1.897119984885881,,,,
A Comparative Clinical and Electromyographic Study of Median and Ulnar Nerve Injuries at the Wrist in Children and Adults,El Niño,SAGE Publications,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
A Comparison of Analysis Tools for Predicting the Inelastic Cyclic Response of Cross-Ply Titanium Matrix Composites,Materials Science,ASTM International,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
A Comparison of Entrepreneurs and Managers of Small Business Firms,Economics,SAGE Publications,,,-1.897119984885881,,
A Comparison of Four Methods for Measuring Cutaneous Delayed-Type Hypersensitivity Reactions to Protein Antigens in the Mouse,Medicine,Blackwell Publishing Ltd,-1.897119984885881,,,,
A Comparison of Low-Energy As Ion Implantation and Impurity-Free Disordering Induced Defects in N-Type GaAs Epitaxial Layers,Generally Accepted Auditing Standards,The Japan Society of Applied Physics,,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
A Comparison of Marx's and Dewey's Reactions to Industrialization.,Social science,Blackwell Publishing Ltd,-1.897119984885881,,,,
A Comparison of Reliability Growth Models,Reliability engineering,IEEE,-1.897119984885881,,,,
A Comparison of Some Measures for the Determination of Inter‐Molecular Structural Similarity Measures of Inter‐Molecular Structural Similarity,Chemistry,WILEY‐VCH Verlag,,-1.897119984885881,-1.897119984885881,,
"A Comparison of Steam- and ""Cold"" -Gas-Foams in Terms of Thin Liquid Film Stability",Computer Science,Society of Petroleum Engineers,,,,-1.897119984885881,
A Comparison of Strategies for Serial Acquisition of Frequency Hopped Spread Spectrum Signals,Electronic engineering,IEEE,-1.897119984885881,-1.897119984885881,,,
A Comparison of Two Procedures for Computing IRT Equating Coefficients,Item response theory,Blackwell Publishing Ltd,,,,-1.897119984885881,
A Comparison of Weight Estimation Methods in Adult Horses,Mathematics,Elsevier,,,,-1.2819343457956478,-1.2819343457956478
A Comparison of the Effects of Depth Rotation on Visual and Haptic Three-Dimensional Object Recognition.,Stereotaxy,"American Psychological Association. Journals Department, 750 First Street NE, Washington, DC 20002-4242. Tel: 800-374-2721; Tel: 202-336-5510; Fax: 202-336-5502; e-mail: order@apa.org; Web site: http://www.apa.org/publications",,,,-1.2819343457956478,-1.2819343457956478
A Comparison of the Strains Due to Edge Cracks and Cuts of Finite Width With Applications to Residual Stress Measurement,Materials Science,American Society of Mechanical Engineers,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,
A Complete Three-Dimensional Simulator for Analysis and Design of Hydraulic Fracturing,Simulation,Society of Petroleum Engineers,,-1.897119984885881,-1.897119984885881,,
A Compton scattering spectrometer for determining X-ray photon energy spectra,Mass spectrometry,IOP Publishing,,-1.897119984885881,-1.897119984885881,,
A Computational Study of the Sub-monolayer Growth of Pentacene,Chemistry,WILEY‐VCH Verlag,,,,-1.2819343457956478,-1.2819343457956478
A Computer Aided Procedure for the Selection of Manufacturing Materials,Manufacturing engineering,"Springer, Berlin, Heidelberg",,,-1.897119984885881,,
A Computer Model for Kicks in Water- and Oil-Based Muds,Petroleum Engineering,Society of Petroleum Engineers,,,-1.897119984885881,,
A Computer-Aided-Design System For Segmented-Folded PLA Macro-Cells,Embedded system,IEEE,-1.897119984885881,-1.897119984885881,,,
A Computer-Based Method for Determination of the Cell-Free Layer Width in Microcirculation,Biology,Blackwell Publishing Ltd,,,,-1.5429481711652673,-1.5429481711652673
A Conceptual Analysis of Self‐Disclosure,Philosophy,Blackwell Publishing Ltd,,-1.897119984885881,,,
A Condition Number for Differentiable Convex Inequalities,Subderivative,INFORMS,,-1.897119984885881,,,
A Consecutive Series of 22 Cases of Hypnic Headache in France,Neuroscience,Blackwell Publishing Ltd,,,,-1.2819343457956478,-1.2819343457956478
A Conserved Checkpoint Pathway Mediates DNA Damage-Induced Apoptosis and Cell Cycle Arrest in C. elegans,Molecular genetics,Cell Press,,,-1.2819343457956478,-0.9038682118755978,-0.9038682118755978
A Consideration of the Species Relationships in Subtribe Brassicinae (Cruciferae) in View of Cluster Analysis of Morphological Characters,Biology,Blackwell Publishing Ltd,,-1.897119984885881,-1.897119984885881,,
A Contribution to the Construct Validity of the Tennessee Self-Concept Scale: A Confirmatory Factor Analysis,Psychology,SAGE Publications,,-1.897119984885881,,,
A Contribution to the Phenomenological Theory of the Anomalies of the Elastic Constants near a Structural Phase Transition,Physics,WILEY‐VCH Verlag,-1.897119984885881,,,,
A Convenient Synthesis of Some Highly Functionalized Chromones and Indenones,Stereochemistry,Taylor & Francis Group,-1.897119984885881,,,,
A Convenient Test for Recemization in Peptide Synthesis by Separation of Diastereomers of Tetrapeptide by GLC on Packed Column,Chromatography,"Japan Society for Bioscience, Biotechnology, and Agrochemistry",-1.897119984885881,,,,
A Correlation of Barron's Ego Strength Scale and Rokeach's Dogmatism Scale,Psychology,SAGE Publications,-1.897119984885881,,,,
A Criterion-Referenced Examination of Physician Competence,Medicine,SAGE Publications,,,-1.897119984885881,,
A Critical Evaluation of Oxygen Disappearance during Stop Flow in the Gerbil Brain,Biochemistry,Taylor & Francis,-1.897119984885881,-1.897119984885881,,,
"A Critical Introduction to Twentieth-Century American Drama. Vol. One, 1900–1940 , by C. W. E. Bigsby. Cambridge: Cambridge University Press, 1982. Pp. ix + 342 + illus.",History,Cambridge University Press,-1.897119984885881,-1.897119984885881,,,
A Critical Understanding of Social Work,Social relation,Taylor & Francis Group,,,-1.897119984885881,,
A Critically Compassionate Intellectualism for Latina/o Students: Raising Voices above the Silencing in Our Schools.,Political Science,"Caddo Gap Press. 3145 Geary Blvd, PMB 275, San Francisco, CA 94118. Tel: 415-666-3012; Fax: 415-666-3552; e-mail: caddogap@aol.com; Web site: http://www.caddogap.com",,,,-1.2819343457956478,-1.2819343457956478
A Cross-correlation-based Method For Determining The Position And Velocity Of A Railgun Plasma Armature From B-dot Probe Signals,Classical mechanics,IEEE,,,,-1.897119984885881,
A DECISION FUNCTION FOR SELECTING SUBPOPULATIONS ON THE BASIS OF A TRUNCATED SAMPLE,Statistics,Japan Statistical Society,-1.897119984885881,-1.897119984885881,,,
A DISCOUNTED CASH FLOW PAYBACK TECHNIQUE,rNPV,Blackwell Publishing Ltd,-1.897119984885881,-1.897119984885881,,,
A DNA primer/probe system for the rapid and sensitive detection of Mycobacterium tuberculosis-complex pathogens,Identification,Blackwell Publishing Ltd,,,,-1.897119984885881,
A DWT-based image watermarking approach using quantization on filtered blocks,Computer vision,IEEE,,,,,-1.2819343457956478
A Data-Based Examination of Selection-Bias in the Evaluation of a Job-Based Alcoholism Program,Psychology,Blackwell Publishing Ltd,-1.897119984885881,-1.897119984885881,,,
A Decision Sequence for Selecting Public Domain Models for Accidental Releases,Engineering,Springer US,,,,-1.897119984885881,
A Demographic Analysis of Online Sentiment during Hurricane Irene,Geography,Association for Computational Linguistics,,,,,-1.2819343457956478
A Design Verification Methodology Based on Concurrent Simulation and Clock Suppression,Embedded system,IEEE,-1.897119984885881,-1.897119984885881,,,
A Device for In Vitro Irradiation with α-Particles Using an α-Emitting Radioactive Source,Crystallography,Journal of Radiation Research Editorial Committee,,,,-1.897119984885881,
A Difference Method Applied to Engineering Economy,Mathematical optimization,Taylor & Francis Group,,-1.897119984885881,,,
A Differential Cargo-Loading Model of Ciliary Length Regulation by IFT,Biology,NIH Public Access,,,,,-1.2819343457956478
A Diffusion Model with a Concentration-Dependent Diffusion Coefficient for Describing Water Movement in Legumes During Soaking,Effective diffusion coefficient,Blackwell Publishing Ltd,-1.897119984885881,-1.897119984885881,,,
A Digital Field Memory for Television Receivers,Chip,IEEE,-1.897119984885881,-1.897119984885881,,,
A Dilemma of Dioxygenases (or Where Biochemistry and Molecular Biology Fail to Meet),Biology,Oxford University Press,,,,-1.2819343457956478,
A Direct Link between Sister Chromatid Cohesion and Chromosome Condensation Revealed through the Analysis of MCD1 in S. cerevisiae,Mutation,NIH Public Access,,,,-1.2188749585780425,-1.0235627955986273
A Dirty Dozen: Twelve P-Value Misconceptions,Psychiatry,Elsevier,,,,,-1.2819343457956478
A Disclosure on A Model of the Entrepreneur-Centered Economy,Economics,"University of Iowa, Department of Economics",,,,,-1.897119984885881
A Dose-Response Effect from Chocolate Consumption on Plasma Epicatechin and Oxidative Damage,Polyphenol,American Society for Nutrition,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,-0.9522417961598136
A Double-Blind Placebo Controlled Evaluation of the Safety and Efficacy of Vinpocetine in the Treatment of Patients with Chronic Vascular Senile Cerebral Dysfunction,Medicine,Blackwell Publishing Ltd,,-1.897119984885881,-1.897119984885881,,
A Dual-Alternate-Energy Power Generating System for Unattended Offshore Electrical Installations,Power station,Offshore Technology Conference,,-1.897119984885881,,,
A FORECAST FOR URANUS,Astrobiology,Blackwell Publishing Ltd,,-1.897119984885881,-1.897119984885881,,
A Failsafe Distributed Protocol for Minimum Delay Routing,Policy-based routing,IEEE,,-1.897119984885881,,,
A Fast and Secure Elliptic Curve Based Authenticated Key Agreement Protocol For Low Power Mobile Communications,Otway–Rees protocol,IEEE,,,,-1.2819343457956478,-0.9522417961598136
"A Fast, High Resolution Chirp Transform Spectrometer For Atmospheric Remote Sensing From Space",Spectrum,ANY PUBLISHER,,,,-1.897119984885881,
A Fault Simulation Methodology for VLSI,Equivalent circuit,IEEE Press,-1.897119984885881,-1.897119984885881,,,
A Field Experiment to Study the Behavior of Tetrachloroethylene Below the Water Table: Spatial Distribution of Residual and Pooled DNAPL,Water table,Blackwell Publishing Ltd,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,
A Fingerprint Orientation Model Based on 2D Fourier Expansion (FOMFE) and Its Application to Singular-Point Detection and Fingerprint Indexing,Fingerprint,IEEE,,,,-0.7576857016975165,-0.7576857016975165
A Finite Difference Equations Approach to a Priority Queue,M/M/1 queue,INFORMS,-1.897119984885881,-1.897119984885881,,,
A Fish Feed Consumption Monitor,Chromatography,Taylor & Francis Group,,,-1.897119984885881,,
A Flash Kinetic Spectrophotometer Employing Photodiode Array Sensors,Photodiode,IEEE,,-1.897119984885881,,,
"A Formal Specification of Java Virtual Machine Instructions for Objects, Methods and Subrountines",Parallel computing,Springer Berlin Heidelberg,,,,-1.2819343457956478,-1.2819343457956478
A Formalisation of the Integers in a Multi-Successor Arithmetic,Arithmetic,WILEY‐VCH Verlag Berlin GmbH,-1.897119984885881,,,,
A Formalism for Problem Restructuring and Resolution in Design,Simulation,"Pion Ltd, London",,-1.897119984885881,-1.897119984885881,,
A Fortranner's lament: comments on the draft proposed ANS Fortran standard,Computational science,ACM,-1.897119984885881,,,,
A Four Channel Bidirectional Data Link Using Wavelength Division Multiplexing,Statistical time division multiplexing,International Society for Optics and Photonics,,-1.897119984885881,-1.897119984885881,,
A Fourth Wave Model for Supervision and Evaluation.,Mathematics education,SAGE Publications,,,,-1.897119984885881,
A Fracture Mechanics Approach to the Analysis of Graphite/Epoxy Laminated Precracked Tension Panels,Materials Science,ASTM International,-1.897119984885881,,,,
A Frequency Response Design Technique for Decentralized Control Systems,Robust control,IEEE,-1.897119984885881,-1.897119984885881,,,
A GC-EI-MS-MS Method for Simultaneous Determination of Seven Adulterants in Slimming Functional Foods,Chromatography,Oxford University Press,,,,-1.5429481711652673,-1.5429481711652673
A GINGA observation of FO Aqr: discless accretion and multiple emission components,Cataclysmic variable star,Oxford University Press,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,
A GIS-based model for urban flood inundation.,Geomatics,Elsevier,,,,-1.2819343457956478,-1.2819343457956478
A GOES--Reporting Waverider Buoy,Meteorology,IEEE,-1.897119984885881,,,,
A General Multivariable Structure for Coordinated Control Applications,Control engineering,IEEE,,,-1.897119984885881,,
A General Psychographic Analysis of Newspaper Use and Life Style,Journalism,SAGE Publications,-1.897119984885881,,,,
A Generalized Line and Junction Labeling Scheme with Application to scene Analysis,Layout,IEEE,-1.2819343457956478,-1.6156251856766823,-1.4328188333200291,-1.4328188333200291,-1.378624073323079
A Generalized Theory of Tapered Transmission Line Matching Transformers and Asymmetric 180&#176; Couplers Supporting Non-TEM Modes,Fourier transform,IEEE,,,-1.897119984885881,,
A Generic School Improvement Program: Tailored for Any School,Mathematics education,SAGE Publications,,,,-1.897119984885881,
